id,name,status,sub_cate_id
13901,rice 25kg ,1,75
13902,chudi sortex rcie,1,75
13903,kiran gold rcie,1,75
13904,vijayan gold rcie,1,75
13905,mother's love rcie,1,75
13906,janapriya gold rcie,1,75
13907,nri gold rcie,1,75
13908,mk royal premium  rcie,1,75
13909,akr real gold rcie,1,75
13910,kesari kali premium rcie,1,75
13911,bittu golden premium rcie,1,75
13912,best & best premium  rcie,1,75
13913,kalki gold divine rcie,1,75
13914,rich rice premium rcie,1,75
13915,kalki bullet rcie,1,75
13916,s red hygienic rcie,1,75
13917,jasmine satake rcie,1,75
13918,s green premium  rcie,1,75
13919,kaveri premium rcie,1,75
13920,silvar star sorted rcie,1,75
13921,bittu royal premium rcie,1,75
13922,golden star rcie,1,75
13923,golden tiger rcie,1,75
13924,sona masoori raw rice,1,75
13925,sona masoori steam rice,1,75
13926,jeera rice,1,75
